freq_Hz,real,imag,amplitude_dB,phase_deg,screen_FDATA
6087000000.0,-2.110522508621216,1.2021979093551636,7.708214680839745,-2009.6667468479268,7.70821475982666
6087500000.0,-1.8470276594161987,1.5717251300811768,7.695125463320847,-2020.3960667608192,7.695125579833984
6088000000.0,-1.5085301399230957,1.9107451438903809,7.728063632460064,-2031.7089661723564,7.728063583374023
6088500000.0,-1.0756678581237793,2.1868250370025635,7.7373270930052005,-2043.8080890167848,7.7373270988464355
6089000000.0,-0.6740500926971436,2.3407459259033203,7.7330619033970915,-2053.9355147085653,7.733061790466309
6089500000.0,-0.21163339912891388,2.416187047958374,7.69580285193984,-2064.994247990036,7.695802688598633
6090000000.0,0.27894914150238037,2.406235694885254,7.684740329350602,-2076.612645017221,7.6847405433654785
6090500000.0,0.7428088784217834,2.3349995613098145,7.784398141986889,-2087.646881520316,7.784398078918457
6091000000.0,1.191938877105713,2.1243765354156494,7.733251424479595,-2099.295781984587,7.733251571655273
6091500000.0,1.6088162660598755,1.8840241432189941,7.880153331927745,-2110.4948585363595,7.880153656005859
6092000000.0,1.9614235162734985,1.5377094745635986,7.932127548178501,-2121.904396302918,7.932127952575684
6092500000.0,2.211702585220337,1.1301602125167847,7.9020705660327035,-2132.933374486416,7.90207052230835
6093000000.0,2.428703546524048,0.6728967428207397,8.028688454323085,-2144.514072712387,8.028688430786133
6093500000.0,2.46846342086792,0.17232491075992584,7.8696479388298615,-2156.006626147574,7.869647979736328
6094000000.0,2.501964807510376,-0.3373245298862457,8.043858764336926,-2167.6785355776196,8.043858528137207
6094500000.0,2.3990957736968994,-0.8085456490516663,8.068178230981712,-2178.6248967842375,8.068178176879883
6095000000.0,2.177992820739746,-1.2682642936706543,8.029205430143906,-2190.212617859821,8.029205322265625
6095500000.0,1.9175139665603638,-1.7137665748596191,8.20454714335497,-2201.78856040718,8.204546928405762
6096000000.0,1.56685209274292,-2.0073750019073486,8.118818443796144,-2212.0262609803717,8.118818283081055
6096500000.0,1.1337825059890747,-2.3194572925567627,8.238226271996501,-2223.949981664288,8.238226890563965
6097000000.0,0.6583675742149353,-2.484968423843384,8.201039412320243,-2235.160984299974,8.20103931427002
6097500000.0,0.1437794715166092,-2.5651562213897705,8.195899272981615,-2246.7918733507863,8.195899963378906
6098000000.0,-0.36270102858543396,-2.531749963760376,8.156647256868727,-2258.1527775286045,8.156647682189941
6098500000.0,-0.8839989304542542,-2.442257881164551,8.290513368861665,-2269.898214487719,8.29051399230957
6099000000.0,-1.3697949647903442,-2.2401952743530273,8.385224989121173,-2281.4442138730865,8.385225296020508
6099500000.0,-1.741807222366333,-1.949409008026123,8.34680559150167,-2291.7809557969617,8.346805572509766
6100000000.0,-2.1294023990631104,-1.5489987134933472,8.409682785727563,-2303.966600899997,8.409683227539062
6100500000.0,-2.3855836391448975,-1.0778802633285522,8.358702853935274,-2315.685079968518,8.358702659606934
6101000000.0,-2.557727575302124,-0.6132639050483704,8.399845105497207,-2326.516779280151,8.399845123291016
6101500000.0,-2.614643096923828,-0.11402818560600281,8.356500535032893,-2337.5028345248033,8.356500625610352
6102000000.0,-2.600555658340454,0.40834444761276245,8.407103549009724,-2348.923832181652,8.407103538513184
6102500000.0,-2.4736013412475586,0.8991603851318359,8.405572873760072,-2359.976334478746,8.405572891235352
6103000000.0,-2.243865728378296,1.4117963314056396,8.468380736752078,-2372.177298179059,8.46838092803955
6103500000.0,-1.9304238557815552,1.8236767053604126,8.48332810110092,-2383.3712440544427,8.483327865600586
6104000000.0,-1.5856906175613403,2.1994974613189697,8.664175380079161,-2394.210916818559,8.664175987243652
6104500000.0,-1.0721548795700073,2.469571113586426,8.602360145147431,-2406.53210861119,8.602359771728516
6105000000.0,-0.5946248769760132,2.6101276874542236,8.55297729528225,-2417.1662219145387,8.552976608276367
6105500000.0,-0.07353352755308151,2.6978979110717773,8.623735334669608,-2428.4387407932063,8.623735427856445
6106000000.0,0.47979119420051575,2.691394805908203,8.7354179678859,-2440.1078563645124,8.735417366027832
6106500000.0,0.971339762210846,2.535771369934082,8.676817757648523,-2450.9595851886143,8.676817893981934
6107000000.0,1.4791114330291748,2.301398277282715,8.741456551455627,-2462.7289036533957,8.741456985473633
6107500000.0,1.909220814704895,1.965760350227356,8.756016453370854,-2474.1640612526403,8.756016731262207
6108000000.0,2.2573773860931396,1.563711166381836,8.774257891103062,-2485.289211032368,8.77425765991211
6108500000.0,2.5303094387054443,1.0641404390335083,8.770752294535336,-2497.19045033179,8.770751953125
6109000000.0,2.6615631580352783,0.5716879367828369,8.698619013901066,-2507.877398875478,8.69861888885498
6109500000.0,2.7524049282073975,0.055407240986824036,8.796006098286417,-2518.8467640377103,8.796006202697754
6110000000.0,2.7343785762786865,-0.5062848329544067,8.88356464067296,-2530.4898244674087,8.883564949035645
6110500000.0,2.524214267730713,-1.0077606439590454,8.684821608881482,-2541.7637306427355,8.684822082519531
6111000000.0,2.305366277694702,-1.5633078813552856,8.89785892544021,-2554.141859825073,8.897858619689941
6111500000.0,1.9395426511764526,-1.9810891151428223,8.857308789988949,-2565.6071337692547,8.857308387756348
6112000000.0,1.5615118741989136,-2.3118929862976074,8.911564334589846,-2575.96389816583,8.911564826965332
6112500000.0,1.066217064857483,-2.5883896350860596,8.94126556632985,-2587.612113621999,8.941266059875488
6113000000.0,0.5575804710388184,-2.7535345554351807,8.972337684123254,-2598.55260914634,8.97233772277832
6113500000.0,0.015773624181747437,-2.823737859725952,9.016623051226372,-2609.6799445494253,9.016623497009277
6114000000.0,-0.5731537342071533,-2.7751574516296387,9.047157661777327,-2621.6692371729237,9.047157287597656
6114500000.0,-1.1019480228424072,-2.620192766189575,9.07395212945374,-2632.80967011632,9.073951721191406
6115000000.0,-1.6085522174835205,-2.3349921703338623,9.052359903563358,-2644.5625588571866,9.052359580993652
6115500000.0,-2.0188302993774414,-1.9651439189910889,8.996818998985768,-2655.7720473761365,8.996818542480469
6116000000.0,-2.381988286972046,-1.535849690437317,9.04861681111994,-2667.187034653366,9.048616409301758
6116500000.0,-2.693679094314575,-1.0418970584869385,9.21241891600619,-2678.853862997668,9.212418556213379
6117000000.0,-2.8127338886260986,-0.4826575219631195,9.108607062558287,-2690.263030645774,9.108607292175293
6117500000.0,-2.8726160526275635,0.03600158542394638,9.166233745705641,-2700.718032231286,9.166234016418457
6118000000.0,-2.745849847793579,0.6183767318725586,8.988392878452364,-2712.69151533891,8.98839282989502
6118500000.0,-2.5797057151794434,1.152327060699463,9.021519426166776,-2724.0698066279015,9.021519660949707
6119000000.0,-2.343918800354004,1.6550679206848145,9.155689378093342,-2735.2263532823076,9.155689239501953
6119500000.0,-1.9621714353561401,2.1069822311401367,9.185278572431429,-2747.0381504659504,9.185277938842773
6120000000.0,-1.5336487293243408,2.436094045639038,9.183780854542452,-2757.8074369977826,9.183780670166016
6120500000.0,-1.0182796716690063,2.7309226989746094,9.291548085527547,-2769.551013946654,9.291547775268555
6121000000.0,-0.4572374224662781,2.871124029159546,9.269810305027882,-2780.9514146452666,9.26980972290039
6121500000.0,0.10096165537834167,2.890205144882202,9.223869726015385,-2792.0006626600093,9.223870277404785
6122000000.0,0.7101847529411316,2.812312364578247,9.249748004851654,-2804.172430833768,9.249747276306152
6122500000.0,1.2576813697814941,2.6176984310150146,9.260391323603061,-2815.662102285128,9.260391235351562
6123000000.0,1.7858806848526,2.3440818786621094,9.387242994549682,-2827.3026111203385,9.387243270874023
6123500000.0,2.222989797592163,1.956186294555664,9.429178005955132,-2838.65287247736,9.429177284240723
6124000000.0,2.5645525455474854,1.4459184408187866,9.378993567704539,-2850.585294139186,9.37899398803711
6124500000.0,2.811284065246582,0.9534770846366882,9.450960078205181,-2861.2650829248482,9.450960159301758
6125000000.0,2.921349287033081,0.3632240295410156,9.378293766746117,-2872.912539584829,9.378293991088867
6125500000.0,2.985114812850952,-0.24294094741344452,9.527890901921648,-2884.6527125565744,9.527891159057617
6126000000.0,2.849778175354004,-0.7836754322052002,9.412819428713453,-2895.375997675493,9.412819862365723
6126500000.0,2.6370596885681152,-1.374775767326355,9.466532620315402,-2907.5343390045164,9.466532707214355
6127000000.0,2.2985057830810547,-1.8860740661621094,9.464721231117988,-2919.371113902089,9.4647216796875
6127500000.0,1.875822901725769,-2.3000621795654297,9.449264910966015,-2930.8009280841243,9.449264526367188
6128000000.0,1.3451119661331177,-2.598497152328491,9.32550553536704,-2942.631658141205,9.325505256652832
6128500000.0,0.8467881679534912,-2.8722550868988037,9.526423015652297,-2953.5736137592517,9.526422500610352
6129000000.0,0.2736298739910126,-2.98667311668396,9.540054943755495,-2964.765348909506,9.540054321289062
6129500000.0,-0.3473488986492157,-2.942584753036499,9.43467620778922,-2976.7321612637343,9.434676170349121
6130000000.0,-0.9476629495620728,-2.8319430351257324,9.5026583271841,-2988.5019662150057,9.50265884399414
6130500000.0,-1.5133247375488281,-2.5810558795928955,9.519201324575382,-3000.383949655494,9.519201278686523
6131000000.0,-2.0240297317504883,-2.260478973388672,9.640927434288667,-3011.8412212160674,9.6409273147583
6131500000.0,-2.3577873706817627,-1.818038821220398,9.476506404841087,-3022.364960988794,9.476506233215332
6132000000.0,-2.66233229637146,-1.2512677907943726,9.372010494432836,-3034.8269758837764,9.372010231018066
6132500000.0,-2.8978731632232666,-0.7185772061347961,9.500737050737593,-3046.073433854784,9.500737190246582
6133000000.0,-2.9756407737731934,-0.11041668057441711,9.477585789924369,-3057.874908629478,9.477585792541504
6133500000.0,-2.9808852672576904,0.4704253375530243,9.593742385474268,-3068.968111511756,9.593742370605469
6134000000.0,-2.7779154777526855,1.1077085733413696,9.515236661389018,-3081.739904706493,9.515236854553223
6134500000.0,-2.479191780090332,1.6190418004989624,9.428850985581047,-3093.1466358564167,9.428851127624512
